id,title,true_genre,lr_predicted,svm_predicted
5048,Misery Loves Company: The Life & Death of Bruce Gilden (2007),documentary,documentary,short
5049,30 Miles from Nowhere (2018),thriller,documentary,thriller
5050,Scottish Mussel (2015),comedy,drama,comedy
5051,Hemingway: Winner Take Nothing (1998),documentary,documentary,documentary
5052,"""Bookaboo"" (2016)",family,documentary,documentary
5053,50: A Tale of Closed Skoolz & Big Money (2013/I),short,documentary,documentary
5054,One of Too Many: Part 2 (2017),drama,documentary,drama
5055,O Dia em Que o Brasil Esteve Aqui (2005),documentary,documentary,documentary
5056,Fat Tuesday (2018),horror,documentary,horror
5057,Victory Square (2003),documentary,drama,drama
5058,I'm Not Sure (2017),short,documentary,short
5059,Zachariayude Garbhinikal (2013),drama,drama,drama
5060,"""The StarWars Adventures: Project Blackwing"" (2016)",sci-fi,comedy,comedy
5061,We Stand Alone Together (2001),documentary,documentary,documentary
5062,Torres & Cometas (2012),documentary,documentary,documentary
5063,Ek Jind Ek Jaan (2006),family,drama,drama
5064,Neighbors (2014/I),comedy,comedy,comedy
5065,"""Everyday Alien"" (2016)",comedy,drama,comedy
5066,Contre l'oubli (1991),drama,documentary,documentary
5067,CinemAbility (2013),documentary,documentary,documentary
5068,Bogland (2012),crime,drama,drama
5069,Dark Infestation (2007),horror,drama,drama
5070,Dajeong bulshim (1967),drama,drama,drama
5071,Extremes (1981),adult,comedy,comedy
5072,Closed Note (2007),drama,drama,drama
5073,Wired: The Visual Effects of 'Iron Man' (2008),short,documentary,documentary
5074,Father Steps Out (1937),comedy,drama,drama
5075,The Last Straw (2014),family,drama,drama
5076,"""The Final Hours"" (2017)",drama,drama,drama
5077,Eye Farm (2017),short,documentary,documentary
5078,Fell in Love with a Girl (2017),documentary,drama,documentary
5079,Lie ri zhuo xin (2015),crime,drama,documentary
5080,Dva muzi hlásí príchod (1975),comedy,drama,drama
5081,When Silence Speaks (1994),drama,drama,drama
5082,"What measures to save a people? On Herman Lundborg, head of the Swedish State Institute for Race Biology (2015)",documentary,documentary,documentary
5083,Amman Koil Kizhakkaalae (1986),drama,drama,drama
5084,Virdzina (1991),drama,drama,drama
5085,Sonámbulos (1978),drama,drama,drama
5086,"Raise the Bamboo Curtain: Vietnam, Cambodia, and Burma (1996)",documentary,documentary,documentary
5087,Influence (2018),drama,drama,documentary
5088,Mexican Spitfire Out West (1940),comedy,comedy,comedy
5089,The Simple Truth: A Concert for Kurdish Refugees (1991),music,documentary,documentary
5090,"Art of the Drink, Volume 1: Bar Essentials (2005)",documentary,documentary,documentary
5091,Nong Teng Nakleng-pukaotong (2006),comedy,comedy,drama
5092,A Normal Life. Chronicle of a Sumo Wrestler (2009),documentary,drama,drama
5093,Return of the Monster Trucks (2016),sport,comedy,comedy
5094,"Screen Snapshots Series 26, No. 6: Behind the Mike (1947)",short,documentary,documentary
5095,Savam: The Corpse (2015),family,drama,drama
5096,Pályamunkások (1957),short,short,short
5097,Berlin Nights (2005),drama,comedy,comedy
5098,Sexual Malice (1994),thriller,drama,drama
5099,Nangna Kappa Pakchade (Tears of a Woman) (2014),drama,drama,drama
5100,"""Kanakanjali"" (2011)",drama,drama,drama
5101,Til Infinity: The Souls of Mischief (2013),documentary,documentary,documentary
5102,Elvis: All the King's Men (Vol. 3) - Wild in Hollywood (1997),documentary,documentary,documentary
5103,"Noa, Noa (2006)",short,documentary,short
5104,Star Trek: Enterprise - Uncharted Territory (2013),documentary,documentary,documentary
5105,Bluebird (2013/I),drama,drama,drama
5106,The Adjustment Bureau: Becoming Elise (2011),short,short,short
5107,Olhar Eletrônico (1986),documentary,drama,drama
5108,More Than Friends (2003),adult,drama,adventure
5109,Wise Old Little Boy (2004),documentary,documentary,documentary
5110,Digging the Great Escape (2011),documentary,documentary,documentary
5111,"""Nerds Central"" (2015)",news,documentary,comedy
5112,The Healing Project (2008),romance,documentary,documentary
5113,The Hope: The Rebirth of Israel (2015),documentary,documentary,documentary
5114,"""Whiz Kids"" (1983)",adventure,comedy,comedy
5115,Making Your Fortune Online with Marsha Collier (2005),documentary,documentary,documentary
5116,Afghan Stories (2002),documentary,documentary,documentary
5117,Vatten tjockt som blod (2009),documentary,drama,drama
5118,Mythical Creatures (2009),comedy,drama,comedy
5119,Urban Fairytale (1997),short,drama,drama
5120,George for Real (2015),documentary,documentary,documentary
5121,Torn Soul (2012),drama,drama,drama
5122,Lady Godiva Rides Again (1951),comedy,comedy,comedy
5123,Us Now (2009),documentary,documentary,documentary
5124,Souvenir of Canada (2005),documentary,documentary,documentary
5125,Happiness Not Included (2018),romance,drama,drama
5126,Bourlivé víno (1976),comedy,drama,documentary
5127,Dancing with Gaia (2004),comedy,comedy,comedy
5128,Magic in Our Hands (2014),documentary,documentary,documentary
5129,Titanic (2012),adventure,short,short
5130,Oficir s ruzom (1987),romance,drama,drama
5131,Til ungdommen (2012),documentary,documentary,documentary
5132,The 2005 North Carolina Inaugural Gala (2005),family,documentary,documentary
5133,The Wonder Cabinet (1999),drama,documentary,sci-fi
5134,Conviction: The True Story of Clarence Elkins (2009),documentary,drama,drama
5135,Al-mummia (1969),drama,documentary,documentary
5136,"""The Ocular Effect"" (2006)",drama,drama,drama
5137,Perfect Strangers (2004),comedy,comedy,comedy
5138,Trouble - Teatime in Heiligendamm (2008),documentary,documentary,documentary
5139,Od zlata jabuka (1986),drama,drama,drama
5140,"""Aidan 5"" (2009)",sci-fi,documentary,short
5141,Mr. Incognito/Villa Vendetta (????),drama,drama,drama
5142,Chhadmabeshi (1971),comedy,drama,drama
5143,Maldone (1928),drama,drama,drama
5144,O xenagos (2011),comedy,drama,drama
5145,No Way Back (2016/II),short,drama,drama
5146,Den nye lykkepillen? (????),documentary,documentary,documentary
5147,The Inspiration of Charlotte Burke (2012),short,short,short
5148,Groomzilla (2017),comedy,comedy,comedy
5149,Zeibekiko (2015),drama,drama,drama
5150,Yeoreumi gagi-jeone (2006),romance,drama,drama
5151,Spanish Dream (2008),documentary,documentary,documentary
5152,Camila: Un Viaje En El Sonido (2014),documentary,documentary,documentary
5153,The Dragon Murder Case (1934),mystery,comedy,short
5154,"""Second Chance: Making It Work"" (2002)",reality-tv,documentary,comedy
5155,Basta (2007),short,drama,drama
5156,Miss Annette Kellerman (1909),short,documentary,documentary
5157,Masterpiece in Miniature (1998),documentary,documentary,documentary
5158,Velvet Dreamland (2016),short,drama,drama
5159,Swerve (1995),short,drama,short
5160,Renewal (2008),documentary,documentary,documentary
5161,Schools in fight (2017),documentary,documentary,documentary
5162,Eisenstein in Hollywood (????),biography,documentary,documentary
5163,Do You Believe in Magic: The Music of John Sebastian and the Lovin' Spoonful (2007),biography,documentary,documentary
5164,The Breast Archives (????),documentary,documentary,documentary
5165,Before Neorealism: Italy's Forgotten Cinema (2015),documentary,documentary,documentary
5166,Stranded (2006),thriller,drama,drama
5167,Un Buda (2005),drama,drama,drama
5168,Marionetki (1934),comedy,documentary,drama
5169,El gran calavera (1949),comedy,drama,drama
5170,"""I Survived"" (2009)",biography,drama,drama
5171,On the Edge: The Poverty Crisis in Africa (2009),documentary,documentary,documentary
5172,Wyatt Earp: Return to Tombstone (1994),western,documentary,documentary
5173,If You Knew Susie (1948),comedy,comedy,short
5174,"""Assorted Nightmares: Janitor"" (2008)",horror,drama,drama
5175,Rainbow's End (1935),western,comedy,western
5176,Banphool (1971),romance,drama,drama
5177,Kruha in iger (2011),comedy,drama,drama
5178,Sur le plancher des vaches (1940),comedy,comedy,comedy
5179,Sluchayat Penleve (1968),drama,drama,drama
5180,24-Hour Doorman (????),thriller,drama,drama
5181,In the Woods (1999),horror,horror,horror
5182,Medal of Honor (????),action,documentary,documentary
5183,Scent (2014/I),horror,horror,horror
5184,"""Legends of Atoll"" (2011)",fantasy,horror,horror
5185,Sins of a Father (2014),drama,drama,drama
5186,The Goose Woman (1925),drama,drama,drama
5187,"Mouvement de Libération des Femmes Iraniennes, Année Zéro (1979)",short,documentary,documentary
5188,Elpidio Valdés (1981),animation,drama,drama
5189,The Painted Desert (1931),western,drama,drama
5190,West of Cheyenne (1931),western,western,western
5191,The Weak and the Wicked (1954),drama,drama,drama
5192,"Havana, Habana (2017)",drama,drama,drama
5193,Assisted Living (2009),comedy,comedy,comedy
5194,El retiro (????),drama,drama,drama
5195,Mustard Seed (2008),family,drama,drama
5196,Demons in Paradise (2017),documentary,documentary,documentary
5197,My Heart Breaks the Waves (2018),drama,drama,drama
5198,Frat Party (2009),comedy,comedy,comedy
5199,Spaghetti im Abfluss (1981),comedy,comedy,comedy
5200,The Walk (2013),sci-fi,documentary,documentary
5201,Sult (1966),drama,comedy,comedy
5202,Absolute Magick: Occult Secrets of the Masters (2015),documentary,documentary,documentary
5203,Joseph's Epiphany (2016),drama,drama,short
5204,Halaw (2010),drama,documentary,documentary
5205,American Interior (2014),documentary,documentary,documentary
5206,1191 (2016),short,documentary,comedy
5207,Baba de wanju (2000),drama,drama,drama
5208,Community Shelter Planning (1967),short,documentary,drama
5209,Chef! (1999),documentary,drama,documentary
5210,Swing Low (2017),thriller,drama,drama
5211,Drawing Genesis (2006),short,short,short
5212,Meat Loaf: To Hell and Back (2000),drama,drama,drama
5213,Lou! Journal infime (2014),comedy,comedy,comedy
5214,Goldfish Game (2002),drama,comedy,comedy
5215,Miracle on 42nd Street (2017),documentary,documentary,drama
5216,The S1gnificance of Se7enteen (2002),comedy,comedy,short
5217,In Dreams Awake (2006),documentary,documentary,documentary
5218,Harry Connick Jr.: The New York Big Band Concert (1993),music,documentary,documentary
5219,Zombies: The Truth (2010),documentary,documentary,documentary
5220,De fuik (2008),drama,drama,drama
5221,A Loving Gentleman (????),romance,drama,drama
5222,"""American Princess"" (2005)",reality-tv,documentary,documentary
5223,Anata gonomi no (1969),comedy,drama,drama
5224,My Cricket and Me (????),comedy,drama,drama
5225,Assassins d'eau douce (1947),short,documentary,short
5226,Einfach Leben (2016),documentary,documentary,documentary
5227,Ziba (2012),drama,drama,drama
5228,"""Portkod 1321"" (2012)",drama,comedy,comedy
5229,"""Epic Eric"" (2014)",animation,comedy,comedy
5230,"""Martin Chuzzlewit"" (1964)",drama,drama,drama
5231,"Chancay, la momia inca (2005)",sci-fi,drama,drama
5232,A Bold Affair (1998),thriller,drama,comedy
5233,L'esprit de Madjid (2009),documentary,documentary,documentary
5234,Lost Rivers (2012),documentary,documentary,documentary
5235,Fogueo (2017),comedy,drama,drama
5236,Film Exercise 5 (1944),short,documentary,short
5237,Jessi's Girls (1975),western,drama,western
5238,365 Days of Marching: The Amadou Diallo Story (2008),documentary,documentary,documentary
5239,Infinity Blade (2010),action,drama,drama
5240,"""Inside"" (2011)",thriller,short,short
5241,Forgotten Men (????),comedy,drama,drama
5242,Growing Up Mayberry (????),drama,documentary,documentary
5243,Overwhelm the Sky (2018),drama,drama,drama
5244,Dead to the World (2017),short,drama,drama
5245,13 East (????),drama,drama,drama
5246,Maniac Killer (1987),horror,drama,horror
5247,Spoof: Based on a True Movie (2017),comedy,drama,animation
5248,Passaggio per il paradiso (1998),comedy,drama,drama
5249,"""Clued-Less"" (2012)",comedy,comedy,comedy
5250,Die Insel der Silberreiher (1976),drama,drama,drama
5251,Mi in (2000),drama,drama,drama
5252,Legie - Patria Nostra (2007),documentary,documentary,documentary
5253,Actrius (1997),drama,documentary,comedy
5254,Chalán (2012),drama,drama,drama
5255,Tage der Rosen (1992),comedy,drama,short
5256,Ekla Akash (2012),drama,drama,drama
5257,Teddy Ballgame (????),drama,documentary,documentary
5258,Satyamev Jayate (1987),action,drama,drama
5259,"2nd Company Governor's Footguards, Conn. (1899)",documentary,comedy,comedy
5260,Wild Fire (2005),family,drama,western
5261,One Planet (2018),documentary,documentary,documentary
5262,Ljubavna pisma s predumisljajem (1985),drama,drama,drama
5263,The Chronicles of Narnia: Big Movie Comes to a Small Town (2008),short,documentary,documentary
5264,Private Gaia 6: Profession Porn Actress (1998),adult,comedy,short
5265,Chinese Restaurants: Song of the Exile (2003),documentary,documentary,documentary
5266,Iron Wolf (2013),horror,drama,horror
5267,"""Técnicas para educar"" (2006)",documentary,documentary,documentary
5268,Die Lebenden (2012),drama,documentary,documentary
5269,Loufa kai parallagi: Seirines sti steria (2011),comedy,comedy,comedy
5270,Weaving stories (2015),documentary,documentary,documentary
5271,A Meaning Full Life (2016),short,documentary,drama
5272,Nagaram Nidra Potunna Vela (2011),drama,drama,drama
5273,Xingdong daihao: Sun Zongshan (2014),drama,drama,horror
5274,Osdorf (2007),documentary,documentary,documentary
5275,Trails of Danger (1930),western,drama,western
5276,Jenny's Journal (2006),short,drama,documentary
5277,Escape (1940),drama,drama,drama
5278,Hellfire (1949),western,drama,sci-fi
5279,Potseluy Meri Pikford (1927),comedy,comedy,documentary
5280,All the Beautiful Things (2014),drama,drama,drama
5281,Mondani a mondhatatlant: Elie Wiesel üzenete (1996),documentary,documentary,documentary
5282,"Shambhala, Recovery of Ecstasy (????)",adventure,drama,drama
5283,Icon Men: Greg Plitt - Biceps Triceps and Abs (2006),documentary,documentary,sport
5284,"""Lonely Planet: Natural Born Traveller - The Great Divide"" (2009)",documentary,documentary,documentary
5285,Sunset Odyssey (2019),short,drama,comedy
5286,Old Wives for New (1918),drama,drama,drama
5287,Bye Bye Blackbird (????),thriller,drama,short
5288,Shunsetsu (2004),drama,drama,drama
5289,Celebrate Freedom with Kirk Cameron's Monumental (2013),documentary,documentary,documentary
5290,"""Eve Strikes Back"" (1992)",documentary,documentary,documentary
5291,Alien Blast the Encounter (2004),action,documentary,sci-fi
5292,"""Man Against Crime"" (1956)",drama,comedy,comedy
5293,Komal (2013),short,drama,drama
5294,Teatro di guerra (1998),drama,comedy,comedy
5295,Naked Hearts (1916),drama,drama,comedy
5296,Baluch (1972),drama,drama,drama
5297,La cage (1963),drama,drama,drama
5298,Holmewood (2010),horror,horror,horror
5299,Jasper Sanks 'Inches Away' (????),documentary,drama,documentary
5300,NK: The Sedulous Warrior (????),documentary,drama,drama
5301,"Eddie, Pam, Gary, Sue (2007)",short,documentary,short
5302,Coffin Baby (2013),horror,drama,drama
5303,"""Me Time"" (2011)",family,comedy,comedy
5304,Million Dollar Kid (1944),comedy,drama,drama
5305,La fille du diable (1946),drama,drama,drama
5306,The Myth (2001),short,documentary,comedy
